,datetime,tempmin,temp,tempmax
0,2022-11-07,13.3,19.9,23.9
1,2022-11-08,5.0,9.7,12.8
2,2022-11-09,2.0,6.1,9.0
3,2022-11-10,6.6,13.2,20.7
4,2022-11-11,12.8,17.0,21.2
5,2022-11-12,13.3,19.7,24.3
6,2022-11-13,5.6,10.5,13.3
7,2022-11-14,2.1,4.4,6.7
