,datetime,tempmin,temp,tempmax
0,2023-06-05,10.6,12.9,16.1
1,2023-06-06,13.7,18.0,23.9
2,2023-06-07,13.3,16.3,18.4
3,2023-06-08,13.2,15.2,18.4
4,2023-06-09,12.1,14.4,16.8
5,2023-06-10,12.7,14.9,18.4
6,2023-06-11,12.7,19.1,23.7
7,2023-06-12,16.8,20.5,26.7
